x,y,z
-10.71793,-3.28299,1.8927
-2.16558,6.27762,-2.24819
10.44305,6.74176,-2.12394
6.14299,-5.0687,-0.82878
-5.4582,-9.35659,0.87367
7.24629,-6.61613,4.43313
7.09027,7.02798,4.40495
11.67878,4.39496,1.92685
-6.55707,-3.95509,0.08766
9.84381,4.24567,-0.32284
-11.89244,7.44723,-2.18522
2.93653,-4.8997,-2.07001
10.66127,-4.08746,1.90509
-8.7461,7.22834,1.5764
-7.22771,-9.43,0.22742
-9.18583,-8.35975,2.40974
7.99604,-8.00118,6.97695
-7.68766,14.03254,3.41521
-7.91319,-6.85445,1.65982
5.74632,-4.75173,7.98207
7.48297,8.48519,-3.40655
9.28142,9.50587,2.50655
10.71984,4.22449,-0.53315
-8.4591,-3.38814,0.37055
10.73577,7.00464,-1.09164
5.77348,5.65342,1.6043
-7.91417,-7.27771,0.456
-4.62207,9.3842,4.33429
-9.88569,-11.41583,-0.84644
7.01239,-5.11956,-3.854
13.03481,8.82118,2.15889
6.57075,7.04682,-2.47896
6.73231,-5.92092,1.24828
11.26519,8.44231,0.94099
2.74753,4.80269,-0.82109
-8.51012,4.89586,-1.81239
4.35447,4.00858,0.23631
-8.46988,8.02833,1.8653
-4.96318,12.05154,4.60138
9.03516,-10.89127,-2.76595
3.35567,7.38978,1.75155
9.45853,-3.6005,-0.97866
-3.39541,-3.52246,-4.62619
10.10211,8.33002,-3.70178
-0.83802,-9.2159,2.19072
0.74761,10.78103,-3.26826
-5.59262,5.98653,1.21738
7.35734,-6.51534,-0.62169
-7.75784,-12.49832,5.66913
-3.06154,5.00474,2.10446
5.49515,10.38644,-1.26443
-9.85111,-5.00354,3.39127
1.46864,5.9654,-4.11648
3.29071,8.91868,-0.26665
6.99976,-6.19842,-0.61086
-3.24188,-9.01072,3.21481
2.79474,8.61233,-0.96515
-11.22065,-5.54929,1.1161
8.10862,1.80706,4.34054
-10.96147,7.16293,-0.06826
4.26652,-1.65194,2.86602
-6.73306,8.43146,-0.47007
-6.85671,-5.6931,5.42834
-6.32143,-12.96301,1.89359
-6.31262,5.72965,3.24749
-6.62545,-4.63231,3.22579
12.67821,-7.30657,3.44369
3.75921,-4.72074,5.65622
7.86915,8.40991,-3.02275
-6.65241,1.34814,0.46034
10.08965,0.29294,5.9398
-1.80207,-9.32755,-3.59582
-5.72944,8.26922,7.81326
4.18805,-2.89089,1.65903
-3.96235,5.32657,-0.18448
8.92165,-10.48618,3.43627
-4.56042,7.1809,-2.27445
-7.36849,-3.99708,-0.96338
-3.49271,9.88646,2.58877
-2.63141,-3.5614,-0.27999
2.16407,8.8168,-0.9214
6.43091,7.18241,-0.02976
10.7762,9.00804,-1.20078
7.39654,3.22021,-4.14592
13.0197,5.85401,-1.23916
-5.19404,-4.02899,2.34764
1.85478,-3.56866,1.35658
-4.14368,-6.59511,2.64057
2.75714,3.40627,-1.81492
7.54157,10.37873,4.75289
3.88026,-11.30085,1.20864
-7.69868,-7.35149,-0.36122
-3.64531,-5.68525,1.27041
7.01399,7.03483,-2.02103
9.77968,6.72145,3.59043
8.94902,4.78961,-5.51462
7.45466,-5.59201,-6.37141
-5.827,-4.41686,-0.21528
9.46427,9.27716,-0.54153
1.26144,-2.88841,0.54373
-7.50937,-5.67676,0.6988
-8.01184,4.9318,1.69136
5.4118,-6.563,6.02588
8.78019,-0.98576,2.52797
4.666,-7.74987,5.51288
8.69357,10.33088,-3.50387
-10.39042,10.06753,2.43267
7.92197,3.79322,-2.64967
8.05526,5.59832,-3.23897
6.22686,-7.09183,-3.78202
-5.43496,-6.6506,0.56144
-2.21914,-9.39091,1.9395
-5.37312,5.80942,5.21706
3.62586,-9.62262,4.10304
4.74084,-4.24842,-1.59317
6.44273,-4.83646,-0.22894
-3.55869,-2.83862,3.07483
5.04973,3.05974,-0.00849
13.36453,5.05884,2.16294
-6.2373,-5.99807,-9.18458
3.34131,-8.30466,2.43273
-9.50396,8.70651,-3.86864
-5.25803,-5.22364,-0.73343
-2.13161,-8.35331,-6.32573
5.54374,4.02685,-1.87854
7.68336,2.66551,2.35981
4.73689,-6.25109,-0.26087
-6.01717,9.41567,3.23896
5.30677,-8.58832,4.42979
7.65419,-10.04822,5.74763
7.7565,1.65766,-3.36435
4.78905,-1.98641,0.99376
-1.90262,-3.87653,2.56528
4.48081,5.74693,-4.73414
4.84384,-7.17673,0.48933
-2.60668,2.93396,-2.39196
-9.3468,-5.16489,-4.01083
-2.78789,2.18916,-0.67346
-9.84694,-1.12422,-1.66625
-3.42975,7.12387,2.28689
8.61905,-2.70515,-1.65966
3.38529,7.57919,3.24379
9.37145,8.65878,4.52346
-6.48611,-15.40148,-2.47837
-4.17474,9.06367,-1.4404
3.05659,-7.33954,-3.58424
3.64994,0.22657,0.77824
-1.76407,-9.73874,-0.35573
5.86507,10.93491,-3.14033
-6.33871,-4.35032,-0.26384
-10.31086,-1.59883,2.7092
4.26315,7.36306,-0.36127
-9.91025,-4.41517,1.69259
-8.09139,-0.2276,-2.86795
-6.80721,7.29608,-3.57617
-5.44859,-7.25534,2.1767
1.18893,1.15705,5.6445
-3.86602,5.36267,5.09039
4.3111,-7.00177,3.17243
-2.39901,-7.52058,-3.4924
4.86939,4.59053,-0.70004
7.6377,6.90898,-4.11416
3.18786,9.61844,-1.88813
1.90563,-8.49159,3.34333
4.28044,6.94928,1.50625
6.57666,7.82143,0.58954
4.96523,-6.15755,-0.38755
5.73295,9.03062,0.19229
-6.36251,-7.75476,0.35731
8.45128,4.25157,-5.08149
-3.31041,-8.26579,-1.23702
-6.91013,-6.21734,5.17704
-3.65654,7.26658,2.52612
5.09563,-1.84857,-2.97236
1.88089,-7.58873,-4.73487
9.04846,8.34587,3.46778
6.66812,-5.87159,-1.97031
1.90862,-2.28199,-2.60989
8.32155,-5.07189,-2.54058
5.31544,5.29557,-0.12134
4.8747,4.4466,-3.20461
10.95799,-4.51026,1.32644
-7.56641,-4.32896,0.43182
-7.5765,11.52087,5.46801
7.2014,4.20615,-0.56797
-12.77139,-7.50864,0.65559
2.54362,-7.6551,-3.70998
7.52626,-8.61313,0.85836
7.31868,-6.8926,1.58058
5.40639,8.01278,3.51755
6.28894,-8.14973,0.69435
5.1564,9.85684,1.43915
1.40393,4.03532,-1.12624
-3.37464,-4.7403,-0.34261
-1.31791,-6.23377,-0.31191
-12.74482,2.94221,-3.40414
-5.9468,-6.96379,-2.92281
-5.67119,-3.04567,5.00091
-9.45657,3.08534,3.5677
4.49189,8.0004,-2.35101
-3.18486,0.34277,2.89149
5.57279,-6.76734,-2.97944
-2.43174,8.31771,-1.35171
-0.39474,-9.81218,-0.87864
-3.66096,-6.88125,3.10898
9.42402,-2.89709,-0.27455
-8.69882,-4.14805,0.39473
7.35598,-4.12925,-2.52715
5.68585,-9.59836,-5.3248
4.37788,5.41213,0.23504
4.25746,-3.22726,0.24365
-7.02626,-0.12866,1.98764
-7.86902,14.43314,-3.18168
-2.79105,-2.52572,-0.22147
6.09527,5.81297,3.38189
6.77288,-6.66975,2.18499
-5.76098,-3.64674,-4.2759
-8.646,2.00173,0.28024
-8.37759,-8.23646,-2.25648
-11.07514,8.06469,-1.01705
10.02364,7.95093,-5.79055
7.32633,4.17672,-3.45886
7.43167,-2.20107,-4.15194
-10.59827,-13.53961,1.83526
-8.0675,9.1561,-1.08562
-5.27858,0.17297,-0.00085
1.68818,-3.27961,2.79866
4.59077,5.41127,1.51499
6.62143,11.30591,1.73314
2.62404,-2.25215,-0.43333
-6.36767,6.15856,4.60607
-7.08677,-8.41677,0.27613
3.29306,4.73743,-2.03715
-1.74054,-7.93094,6.4836
-4.99514,-4.10192,4.17214
-1.38551,0.86337,1.18242
-6.78314,2.7265,-3.39584
6.89184,-7.18847,-0.6882
7.81462,5.5274,5.21842
-5.7223,-6.73117,0.18277
-4.32764,-6.92711,-2.89016
-2.14769,9.05369,-5.56749
-0.31115,-8.32619,-0.73673
10.06807,-8.99669,1.18741
-11.54832,-3.02486,1.56687
10.13989,1.85683,1.63316
7.26286,-3.13772,-4.69565
6.60017,8.33099,2.39
-5.55656,-9.44911,4.56256
3.99253,-3.14135,0.87011
5.54091,-12.18378,-2.6479
10.76373,8.86443,1.78936
0.70195,-5.98079,-1.44928
-6.41121,9.08284,-2.89997
-7.53541,-8.61042,-0.31133
6.1831,7.9331,2.83104
-10.39229,3.10413,-0.87619
11.52182,-4.75799,-4.90113
-13.16379,7.55351,0.00634
-0.24389,5.03493,2.19056
-8.51834,-2.69733,2.64591
1.74274,0.93504,-0.10021
-3.27698,6.34008,1.6888
0.01581,-4.5291,-1.32431
-7.14834,-10.90261,-0.0796
1.79457,-3.79916,-0.74511
-4.33634,-4.85537,-3.44505
8.78182,9.70275,-5.69094
-5.31994,-2.51119,2.12987
5.64739,4.71161,-0.06523
-7.16246,-5.32996,-4.16522
4.86531,-4.90919,2.90858
7.25685,9.24793,-2.39795
-1.55296,4.57106,-1.10972
-7.71289,-2.13991,-1.42089
-4.14081,-2.55872,5.79533
-4.97306,7.25016,4.52716
-5.45134,4.46444,1.62762
-7.16492,-6.45561,3.58076
-7.77608,-0.6588,-5.05473
7.43473,9.67788,-0.49654
-2.06782,-4.87651,2.02292
-5.09865,-10.5805,5.00862
4.27359,7.31076,4.16557
7.04075,4.76157,-1.10589
-2.10396,-7.08425,-0.1793
9.55807,5.35939,2.69286
-7.1619,7.26276,3.23396
-8.77708,3.52436,-0.03945
6.42015,8.5407,0.1832
4.53854,0.90942,0.90756
0.60093,3.5944,3.32543
8.17849,-4.87343,3.66768
2.64736,-4.67669,4.15533
-8.30302,-3.98557,3.47218
6.20108,-8.681,2.98372
-7.85529,-2.63921,0.21533
6.73517,-2.05651,-0.51034
-8.47112,9.80463,-7.52364
-8.43673,-6.73387,0.87521
-4.61774,3.82471,0.89049
-3.33873,4.6389,1.00405
-1.49031,-4.66037,-0.56445
6.80802,-8.54491,2.51112
-1.41912,-3.21138,0.12661
4.6552,-6.37663,2.96033
-10.51716,-4.6741,-2.04758
-5.99406,-9.99905,4.0058
-7.16315,-2.83971,1.40044
-8.17064,-3.48991,2.51996
10.50576,3.9855,0.03288
-1.05731,4.57177,-0.92053
-9.81822,-8.61361,-2.58741
5.12432,-9.09929,-0.73609
2.97701,9.12859,4.45879
-2.85771,5.35579,3.84865
-3.72292,7.65287,-0.75586
9.03215,-4.27784,1.85099
7.28498,-6.88568,-1.87166
-7.64966,7.08699,-0.78339
3.32921,-7.82368,-0.25253
-5.17357,-4.82122,0.73516
-5.16813,-9.41439,6.01069
9.28901,9.67124,-4.90964
-4.07855,6.37332,2.2011
-7.71973,-7.88839,-3.72081
-11.06905,-10.37583,6.39185
5.44363,7.69221,4.21534
6.51739,-5.22759,-5.80708
-5.38464,6.8632,1.17799
5.93803,-7.86411,2.24053
10.46642,6.57443,2.47547
-10.23816,6.03652,3.17996
-3.89809,-7.01613,-6.27035
-6.91276,0.26577,3.56868
-9.19727,-4.4085,2.69501
-7.90815,-5.31706,-2.37861
7.21786,7.10053,-2.05917
5.67258,10.03895,1.02212
-6.22342,11.1851,-2.12216
-4.97289,3.10327,-0.08914
-5.08781,12.94329,-3.57367
7.31684,9.30178,3.61208
-2.22134,-11.50155,-0.5301
8.15789,-0.00384,4.70787
-1.8538,-5.19622,-6.05457
2.96235,-3.60128,1.4135
-10.7932,2.76796,-2.132
8.04317,8.46849,2.7476
-8.21993,5.86378,3.17071
-1.26404,12.12868,-2.535
5.64343,-5.903,-2.40874
-8.68548,11.8015,-0.58406
-6.72987,-2.25529,-3.13998
-6.34113,4.81293,-6.27829
5.57598,5.72852,0.85685
-2.41438,3.75902,-3.02573
3.78842,-3.30732,0.86805
-7.78615,-7.64382,5.31403
6.48666,-4.38067,-0.77938
-8.62071,-7.24771,0.56931
1.67644,-8.18922,2.19109
8.02121,-6.99238,0.01438
6.41788,-0.67762,0.02947
-7.91918,-4.04644,-3.038
6.9656,-3.77033,-0.20228
-9.04185,-7.00258,-4.72625
4.27831,-10.96624,-0.89296
4.91701,0.60419,-8.51196
6.43296,-9.79826,3.99429
6.65721,6.1789,-6.82626
8.38794,7.21676,-2.4421
-5.40268,-9.93948,0.37594
2.22132,4.67814,-2.24096
-7.81976,-3.22223,-9.23152
8.63998,-1.07049,-0.7337
2.30022,5.25998,-0.54567
-4.34748,-2.72562,-2.72547
15.03194,12.30489,-1.92703
4.55032,-8.31646,-3.04977
6.91644,-3.87845,0.59021
4.62466,-5.62225,2.70824
-5.95756,5.66744,2.47423
9.16168,6.30777,-4.08676
8.28178,4.57825,-3.70882
-6.92287,3.52877,1.19968
-1.78455,-0.94348,2.57366
7.4588,-13.2559,-3.83421
5.80116,8.26632,6.08924
6.82967,-8.57502,-2.63941
-4.31731,5.34406,-0.28658
-6.13807,6.9326,-2.34496
-6.26909,3.58284,3.87197
-0.2755,-8.51052,6.21783
-4.61816,-16.06643,-1.91733
-4.54052,-8.02255,0.78246
-10.19853,3.72131,2.8197
-5.60197,-8.34106,-2.08003
8.69949,-11.53745,6.87653
9.72217,8.11006,0.7183
-6.49546,-9.12884,-2.54427
5.04546,10.38919,1.23004
2.95001,-6.4166,-1.3614
-10.32163,-7.04212,-2.23282
-3.46967,2.05702,3.19826
-12.89898,5.95811,-5.93798
-7.98243,8.87102,-4.32408
0.28669,4.29295,0.28107
5.14279,0.53855,5.35476
1.9475,-5.37418,0.16901
5.46706,7.4591,-1.19751
2.67036,2.20356,-1.0082
10.50974,3.29033,-2.48237
7.49131,9.54936,-0.50076
-7.04533,10.36531,-3.55964
-1.76553,6.27806,1.2773
-6.6508,6.11359,-0.7299
8.0814,7.75195,1.41895
3.35323,-2.88089,1.54554
4.01605,-2.67906,-0.98239
5.08962,-1.38993,-5.68691
-9.04334,10.52604,-0.07435
8.10432,4.24003,-1.84448
-6.71066,5.51703,-3.49075
-11.97726,4.31339,-2.9163
5.2228,-5.28443,0.23565
4.67578,-8.52306,1.01208
9.20229,-6.50864,0.73295
8.10124,10.07587,4.69543
7.32621,-4.05352,-4.0702
3.44099,-3.30084,1.55008
0.32885,-7.33224,-2.03615
-3.56634,2.38735,-1.6138
11.28122,-5.08608,-3.99044
5.79604,4.6638,-0.08015
12.74233,5.32271,-3.17724
4.42794,7.19409,-1.73951
5.25527,0.20275,-1.73248
4.85012,-6.29419,-0.80844
-7.36548,-6.90379,-5.67511
-4.35726,-7.19734,5.99062
-8.19828,1.44215,-1.27343
-4.55861,-6.30227,-4.71977
-2.8471,3.67049,-1.39988
7.0962,-10.27341,-0.65423
-2.54101,-14.25575,4.81958
5.33769,-9.43943,-3.06608
6.14959,6.36905,1.15498
-6.55606,-6.11575,0.24902
-4.98843,-6.45312,-0.48778
-6.05536,-6.76504,-1.51962
-9.09903,-6.41366,-5.62388
-4.81666,5.04749,1.78385
-7.95021,-2.92976,-3.18595
-8.29397,4.5612,0.56428
3.87946,-2.39121,-2.88131
-4.37377,-7.15822,4.44758
8.92261,-3.29027,3.53119
-3.65685,6.21448,-5.21279
-6.92743,-11.19359,-0.90561
9.05077,5.32613,1.10772
-1.35124,0.21151,-1.41056
-6.20428,-7.80411,-1.79628
4.36878,2.14658,3.51234
-5.9471,6.45798,-1.81422
2.31416,-5.43977,2.62044
-9.06812,10.66246,3.12321
-12.98086,6.17367,0.08196
5.90134,8.41278,1.75164
8.84935,9.45535,-3.4743
-6.16953,-2.647,-1.75701
11.3934,-8.27319,2.31213
-10.11419,10.44261,-6.22255
-6.823,10.34084,0.68355
-4.73728,6.05018,-2.0215
-5.27804,12.5704,3.96164
-1.74274,-6.61283,-2.27882
4.51842,10.99637,-0.5267
8.7742,8.31318,2.57602
7.50244,-7.13331,-2.56041
-4.82871,-5.91775,4.41285
8.56498,8.98176,-0.56089
-8.81048,13.39522,-0.32071
2.68022,-3.83682,2.2436
-8.95047,-2.83127,-1.89885
0.35704,10.77758,2.47481
-4.9315,-10.53925,1.66055
6.10785,6.83183,1.66461
4.55416,-2.00903,-5.33675
6.7324,3.22165,2.50841
-7.1437,5.48767,-1.05684
3.39088,-10.76736,-2.97111
6.94896,7.39168,0.32135
-6.44855,-5.32932,1.30542
2.20764,-7.07148,-3.6245
-6.12396,-8.49328,0.17111
9.97882,-9.72587,-2.18969
-9.48703,10.49145,0.94632
2.92101,3.11473,-2.86047
0.21087,-4.96497,0.02835
7.59123,4.64683,-6.7044
-5.75118,6.10826,0.72459
-4.16239,-9.27691,2.03651
3.74061,3.89427,-3.48994
2.653,-7.63821,1.11266
-7.74277,-8.56464,4.77809
7.51807,-10.30147,0.14325
5.06654,4.07088,-1.67417
-10.04667,2.79101,0.77728
5.21856,5.16283,-0.82907
-3.10907,2.11531,1.47814
-4.18054,7.3369,-0.59743
-3.29101,-9.52385,2.7796
-8.26834,16.25573,2.07952
-1.50276,-8.73889,-3.01076
2.45744,3.46581,0.44607
-3.38623,-6.02921,-0.3783
10.52101,0.00895,-0.66172
-6.87488,-1.75909,4.06976
5.74051,5.51699,-4.00784
2.45692,5.77606,5.29101
3.14074,-4.67507,0.94318
-7.10534,-0.51176,-1.77702
3.46024,-2.78478,-1.33244
-4.42656,-9.93989,-0.13544
-7.28948,-4.94798,-0.9756
-3.59131,-4.84226,1.34037
-7.40457,0.3529,0.73097
-5.74691,-9.35007,5.8626
-4.66477,9.41183,2.05461
-6.49518,-7.47937,2.02443
6.98203,-2.10749,-0.23099
-15.47981,-1.55551,0.98716
10.44297,-2.51732,-0.97523
-8.71486,10.31657,0.02807
-6.12149,-5.70425,-3.18415
-5.98857,-6.38349,3.18575
4.19018,-10.9927,3.57353
-6.25747,1.54512,1.50956
7.43425,6.74928,-0.35432
2.99159,1.90134,-1.09159
-6.1219,-2.26612,-3.63805
-1.71067,-7.7047,-4.54025
8.23359,4.45754,2.34619
-2.01654,6.02628,-5.74296
-7.58407,-6.19029,3.42842
5.59669,9.9437,4.29206
1.96783,1.26743,4.87205
-6.02022,4.47282,2.34367
10.04146,8.69947,0.8733
8.61595,2.50157,-0.04487
6.25562,-1.98001,1.15499
8.09045,-5.63399,5.21637
12.15348,-3.95455,-0.51957
3.18288,7.28928,-1.35117
-5.35902,3.01305,0.13736
6.19193,9.19076,4.35548
5.46256,-4.06152,-5.99081
6.733,-4.73614,-5.41727
9.65062,3.50824,2.8651
5.70717,2.62354,-5.61738
-8.22939,13.89571,5.97835
6.91694,0.41256,-1.10783
8.35141,3.74321,2.2604
-8.81166,7.29157,0.87112
6.72976,-6.35876,2.29801
5.90539,-11.26847,1.10352
7.73253,-7.06332,0.2993
7.01108,3.3232,-0.7464
2.88092,2.28851,-1.07516
6.62642,-8.21762,-4.28911
-7.29471,-6.26803,2.32505
0.46897,-3.27754,2.30535
6.17608,-1.42321,4.12094
-2.50143,6.46248,-2.6341
1.02427,-12.31527,-4.69658
3.07896,-7.77402,-0.80802
7.90451,-11.28282,0.45585
8.21142,0.58889,2.64775
-4.65839,-3.13506,-4.186
-4.65938,-7.37818,-1.74978
11.0049,-5.60868,2.99466
7.03117,5.99681,-3.559
5.57971,5.40403,-1.85186
1.17981,8.58817,3.18209
5.09246,8.44165,2.25005
5.78974,1.45542,-0.90338
-10.91516,-12.69626,-0.80751
5.12063,10.34543,1.50727
0.79794,-8.61472,2.77286
4.2508,-3.8622,0.75959
-0.40373,8.13994,-2.94554
-7.36255,8.37294,0.92272
-6.13187,4.10768,-0.62502
3.01596,-2.24483,-0.18891
11.40934,10.76248,2.26289
-5.70667,4.64818,6.02061
-6.66594,12.23401,1.91378
1.66138,-9.25548,-0.76941
-6.29132,-8.59565,-2.75632
-8.92542,-9.58168,-0.63539
-3.70419,-9.10282,-0.21679
-4.91563,-8.66132,0.31382
-9.7423,-4.26571,-2.5015
-6.63669,-4.37591,-0.3849
-5.04261,5.37172,-3.70471
-7.51122,-8.79458,-0.97048
7.75554,-5.21427,2.37921
-5.91802,2.83378,-1.71997
-0.46273,-4.03388,2.42861
7.79728,4.44515,-1.53438
-7.78968,4.54939,0.39629
7.08015,-6.30067,4.89485
-9.95539,4.38212,3.79131
-7.66863,-7.13868,0.73069
-3.70343,-5.86379,-1.25885
-7.6771,-5.84622,-2.94851
-10.26678,-4.38931,7.44951
-2.2548,3.40692,-4.62835
5.65485,11.12189,0.70116
6.2482,3.58936,-1.99693
8.41368,-9.88985,-1.36679
-4.80717,-7.86448,0.68632
6.5981,-0.47849,3.65902
5.68948,-4.16806,0.8343
9.30984,6.06811,-0.1691
-2.02932,8.30034,-1.54859
-7.10257,-8.92239,7.90361
-7.41472,-5.81335,0.44116
-2.61817,-7.76887,1.26525
-1.56059,-5.84141,0.2341
5.49413,-6.08277,3.58991
6.91495,-8.06765,3.60602
-7.51625,3.39788,-6.44483
6.33568,-5.66468,4.02714
6.26792,5.28158,0.09039
-4.19001,7.6752,3.97491
-1.36144,5.13995,-0.26031
9.48973,5.89811,3.09938
-7.16124,11.00977,2.2271
-11.17088,8.00621,-1.8489
4.07541,5.62912,-0.25823
12.63117,-2.45387,-0.19389
1.93847,-4.18685,1.68366
11.14375,-6.84918,1.30339
7.4803,-2.933,0.13207
3.312,-2.56807,-1.78248
-0.24915,4.56755,-0.29358
-12.00148,-11.29143,6.37095
3.84687,-9.94909,2.55746
5.07456,-4.10714,0.61653
8.87581,5.17248,-5.80518
7.1245,8.5855,0.52001
-7.51798,8.55984,-4.69757
-10.67735,-8.77465,4.71076
10.42049,0.41535,-1.75344
-7.4988,7.92794,-0.26887
3.16631,4.6133,-2.56763
3.87712,-5.00261,0.77729
11.41346,-10.17222,3.19282
6.43261,8.06503,2.30815
7.12209,6.43098,1.34079
11.38472,-9.15512,-3.06926
2.91156,-8.1999,-0.09509
11.03085,-5.52615,-3.58476
-7.68193,7.28114,0.65467
10.29648,9.89119,-2.1474
-8.34635,7.90005,-5.46736
5.60372,7.1948,1.95017
-7.05579,16.45302,0.38765
5.58873,10.38136,1.9221
5.83977,-3.50413,2.82379
11.63254,4.2236,0.85578
-1.15669,-7.09846,-3.20554
-7.23769,-4.29382,2.1068
5.5488,-5.57507,0.50065
-0.95902,-1.73333,-0.28471
-5.48096,-9.30995,1.88869
